asset_id,business_type,industry,postcode,latitude,longitude,asset_value,annual_revenue,coverage_limit
VIC2940,document_storage,storage,3875,-37.802677,147.613577,896039.02,943756.55,40466.32
VIC2941,panel_beater,automotive,3660,-37.041684,145.15669,1084798.27,981378.61,102292.53
VIC2942,document_storage,storage,3810,-38.088094,145.505608,1334274.02,580891.66,141018.68
VIC2943,building_services_office,construction,3550,-36.756353,144.323612,2288310.05,3040253.8,111633.38
VIC2944,cafe,hospitality,3931,-38.22072,145.051437,584348.18,478548.32,86335.96
VIC2945,legal_practice,professional_services,3030,-37.894716,144.651469,481897.94,515660.18,54171.14
VIC2946,tour_operator,tourism,3931,-38.201527,145.030167,834861.51,1043026.57,72907.9
VIC2947,charity_shop,community_services,3340,-37.680207,144.44073,1204643.77,,110631.77
VIC2948,security_services_office,property_services,3174,-37.982478,145.168837,150000,328312.82,30485.43
VIC2949,allied_health_centre,healthcare,3550,-36.746687,144.320439,1159718.01,1788876.3,170959.88
VIC2950,tutoring_centre,education,3175,-37.99375,145.218597,832115.06,300904.68,48171.21
VIC2951,metal_fabrication,manufacturing,3043,-37.684062,144.886305,4170874.69,3648191.77,889422.94
VIC2952,car_dealership,automotive,3028,-37.839834,144.77368,499060.1,245840.77,38468.29
VIC2953,tyre_service,automotive,3061,-37.680149,144.966257,519027.13,331297.56,103893.42
VIC2954,software_office,technology,3006,-37.828282,144.966473,1699710.38,1853401.27,368055.21
VIC2955,aged_care_facility,healthcare,3630,-36.39468,145.359542,1189610.85,1938380.16,243245.78
VIC2956,strata_management_office,property_services,3844,-38.176163,146.543858,171935.39,185344.27,25000
VIC2957,cold_storage,logistics,3250,-38.330763,143.556348,1458169.06,2128471.54,196697
VIC2958,aged_care_facility,healthcare,3220,-38.142082,144.402888,919220.67,1596701.1,53115.11
VIC2959,materials_yard,construction,3182,-37.871907,144.986457,897511.52,302050.41,193509.26
VIC2960,real_estate_agency,professional_services,3011,-37.802567,144.916084,412469.64,373370.34,77837.29
VIC2961,electronics_repair,technology,3000,-37.814647,144.952207,1021868.59,1196908.65,175126.43
VIC2962,parts_supplier,automotive,3043,-37.722168,144.898557,1209738.24,2593081.1,69128.15
VIC2963,gym,recreation,3660,-37.023146,145.116387,7133007.04,6088621.89,1097116.32
VIC2964,aquatic_centre,recreation,3008,-37.818602,144.941028,819890.24,1243475.95,153676.21
VIC2965,data_centre_small,technology,3233,-38.742732,143.679847,1287484.15,,99322.25
VIC2966,caravan_park,tourism,3000,-37.820502,144.97004,1102802.83,2403023.04,74068.37
VIC2967,facility_management_office,property_services,3660,-37.025482,145.161765,914824.78,1576661.67,120956.44
VIC2968,food_processing,manufacturing,3170,-37.906767,145.1671,533809.7,876415.13,58184.07
VIC2969,plant_hire_yard,construction,3020,-37.783999,144.850618,1449869.72,2423996.95,100446.33
VIC2970,tyre_service,automotive,3174,-37.956175,145.154705,444014.98,756187.96,81158.95
VIC2971,facility_management_office,property_services,3850,-38.097347,147.050761,386301.91,710466.03,30994.66
VIC2972,electronics_store,retail,3199,-38.131709,145.111391,2142165.97,2171909.47,103370.37
VIC2973,building_services_office,construction,3722,-37.061382,146.097358,1077122.84,523271.46,144785.52
VIC2974,wholesale_food_supplier,wholesale_trade,3174,-37.974559,145.180585,757065.01,512480.53,108025.18
VIC2975,hardware_store,retail,3844,-38.195237,146.503072,313202.19,605970.83,63412.84
VIC2976,farm_supply_store,agriculture,3450,-37.048977,144.214933,1681286.73,689740.1,331357.02
VIC2977,packaging_facility,manufacturing,3065,-37.798561,144.980987,766723.4,372318.01,101878.08
VIC2978,dental_practice,healthcare,3061,-37.653181,144.958315,493870.45,423397.91,44997.87
VIC2979,timber_processing,manufacturing,3018,-37.87105,144.853533,2208663.71,4406048.77,146130.1
VIC2980,legal_practice,professional_services,3008,-37.815025,144.953882,1229705.29,1059338.87,188263.16
VIC2981,electronics_repair,technology,3072,-37.734942,145.012619,804342.18,1314934.68,93177.74
VIC2982,building_services_office,construction,3630,-36.385948,145.356226,1959278.02,2863111.93,334409.87
VIC2983,charity_shop,community_services,3199,-38.134154,145.115925,388804.03,594410.16,48917.26
VIC2984,pharmacy_retail,retail,3875,-37.807497,147.62008,756415.55,665336.04,104511.96
VIC2985,last_mile_depot,logistics,3028,-37.838901,144.762118,5439512.84,11370416.63,270170.31
VIC2986,office,professional_services,3000,-37.812807,144.962062,1107153.98,2396417.88,66268.09
VIC2987,emergency_services_support,essential_services,3189,-37.950707,145.065409,7173400.52,4866204.76,1230363.95
VIC2988,last_mile_depot,logistics,3192,-37.959595,145.076858,2554813.82,,355657.15
VIC2989,trade_supplier,construction,3977,-38.09413,145.26174,936303.39,894627.72,99354.31
VIC2990,last_mile_depot,logistics,3977,-38.117237,145.279837,229863.13,267029.2,25000
VIC2991,data_centre_small,technology,3006,-37.82626,144.957981,999714.2,1322443.26,65598.08
VIC2992,software_office,technology,3170,-37.907173,145.164614,1229354.58,702030.26,110185.31
VIC2993,trade_supplier,construction,3220,-38.157525,144.339805,1057451.3,1705859.88,212527.42
VIC2994,metal_fabrication,manufacturing,3028,-37.86984,144.799255,978034.02,1110390.28,68370.86
VIC2995,aged_care_facility,healthcare,3140,-37.749211,145.332593,480080.97,783499.3,81573.49
VIC2996,pharmacy_retail,retail,3280,-38.400952,142.489912,304288.48,393352.96,44486.12
VIC2997,indoor_sports_centre,recreation,3840,-38.214261,146.379328,1862695.48,,363865.67
VIC2998,catering_kitchen,hospitality,3192,-37.982263,145.043821,1037177.42,1772920.78,186052.17
VIC2999,aged_care_facility,healthcare,3134,-37.816485,145.246144,8477392.77,8822870.57,1757916.92
VIC3000,bus_depot,transport,3174,-37.962078,145.170492,1070655.45,1028358.1,119021.79
VIC3001,electronics_store,retail,3280,-38.395779,142.470599,861346.21,524727.87,157185.08
VIC3002,cafe,hospitality,3189,-37.953694,145.044879,150000,329533.77,25000
VIC3003,pharmacy,healthcare,3030,-37.913072,144.659165,2372288.76,1743556.44,177337.07
VIC3004,caravan_park,tourism,3850,-38.104581,147.048915,1294794.53,968940.65,259112.84
VIC3005,parts_supplier,automotive,3043,-37.705773,144.862364,1352273.57,431562.76,186928.34
VIC3006,tyre_service,automotive,3840,-38.252974,146.368949,1944955.26,1522313.68,260210.57
VIC3007,hardware_store,retail,3850,-38.121243,147.058119,576564.14,909813.86,106762.27
VIC3008,distribution_centre,logistics,3030,-37.887,144.763564,1563322.93,2697801.24,123023.75
VIC3009,clinic,healthcare,3134,-37.827498,145.216621,690352.2,789868.1,140348.47
VIC3010,retail_store,retail,3585,-35.318727,143.541559,758621.29,1235544.08,117508.2
VIC3011,disability_service_office,community_services,3337,-37.656141,144.583489,153513.41,267020.32,25000
VIC3012,contractor_office,construction,3228,-38.336332,144.333701,1751549.03,628064.29,382818.93
VIC3013,bakery,hospitality,3630,-36.35429,145.426532,462053.85,,60352.89
VIC3014,cleaning_services_depot,property_services,3182,-37.86864,144.978588,6363762.32,7278714.47,458673
VIC3015,courier_depot,transport,3153,-37.841354,145.26507,3201899.56,1044961.77,460768.51
VIC3016,freight_depot,logistics,3550,-36.783988,144.2658,794722.17,579809.61,140546.83
VIC3017,timber_processing,manufacturing,3018,-37.850332,144.820251,920585.19,1796266.75,57365.27
VIC3018,utility_depot,essential_services,3140,-37.760144,145.339232,3476887.88,4208060.7,348376.83
VIC3019,clothing_store,retail,3875,-37.845008,147.594221,941054.42,509700.95,110355.43
VIC3020,last_mile_depot,logistics,3189,-37.939041,145.022212,2963494.07,4393729.67,345567.56
VIC3021,equipment_dealer,agriculture,3825,-38.166848,146.286015,1865493.82,4100718.43,372888
VIC3022,plumbing_wholesaler,wholesale_trade,3065,-37.805211,144.972015,2127381.72,4240481.47,198512.14
VIC3023,plant_hire_yard,construction,3056,-37.765489,144.963389,356152.68,407795.65,77769.92
VIC3024,pharmacy,healthcare,3000,-37.81573,144.968951,1881714.15,583224.57,254822.46
VIC3025,distribution_centre,logistics,3220,-38.1592,144.333699,1418117.98,1342088.23,144833.62
VIC3026,tyre_service,automotive,3677,-36.367374,146.325076,679570.77,893572.82,37205.38
VIC3027,water_services_depot,essential_services,3400,-36.705091,142.202769,1479699.32,1413561.77,166439.77
VIC3028,bakery,hospitality,3006,-37.82741,144.971674,311722.31,330649.51,25000
VIC3029,plumbing_wholesaler,wholesale_trade,3377,-37.290844,142.92118,498497.97,790125.08,40420.16
VIC3030,grain_storage,agriculture,3677,-36.338944,146.305669,202781.62,300860.97,25000
VIC3031,materials_yard,construction,3350,-37.537352,143.879457,1227012.74,1507164.34,150596.63
VIC3032,office,professional_services,3850,-38.087461,147.04142,642402.31,466792.91,32507.83
VIC3033,electronics_store,retail,3840,-38.241086,146.378937,2073231.48,1388868.66,183250.57
VIC3034,architecture_studio,professional_services,3018,-37.868245,144.812942,2349496.32,1013544.19,95509.85
VIC3035,electronics_repair,technology,3056,-37.755267,144.968284,2301262.41,3491385.97,240889.98
VIC3036,food_processing,manufacturing,3844,-38.202993,146.544979,956133.16,1434028.5,58612.79
VIC3037,trade_supplier,construction,3153,-37.84674,145.258971,1152740.07,929520.86,136073.92
VIC3038,clinic,healthcare,3136,-37.800125,145.280898,668428.85,322542.34,35170.62
VIC3039,light_manufacturing,manufacturing,3730,-35.993853,145.997107,2107962.88,1962795.51,366102.57
VIC3040,cleaning_services_depot,property_services,3174,-37.969614,145.174316,458811.93,390009.66,40438.54
VIC3041,beverage_distributor,wholesale_trade,3174,-37.979583,145.181451,4202719.22,4524198.2,267114.31
VIC3042,last_mile_depot,logistics,3000,-37.817179,144.963009,2650705.91,2253591.53,294621.08
VIC3043,metal_fabrication,manufacturing,3056,-37.762476,144.961719,6789798.91,4855437.69,453444.98
VIC3044,catering_kitchen,hospitality,3228,-38.320848,144.33471,1065975.88,502952.37,170329.85
VIC3045,training_centre,education,3400,-36.713575,142.190393,198817.93,171859.15,25000
VIC3046,pharmacy,healthcare,3170,-37.926518,145.16672,2661262.25,4191023.75,217671.55
VIC3047,plant_hire_yard,construction,3280,-38.413035,142.486753,3369210.97,2159813.71,547356.24
VIC3048,consulting_office,professional_services,3875,-37.806005,147.628784,237067.02,307656.57,51338.79
VIC3049,taxi_operations_base,transport,3690,-36.129525,146.885419,1458631.33,1106785.44,93114
VIC3050,clinic,healthcare,3340,-37.68482,144.459085,1180019.21,1890270.71,232395.92
VIC3051,beverage_processor,food_and_beverage,3168,-37.944244,145.112368,555348.32,986497.07,99091.3
VIC3052,entertainment_venue,recreation,3066,-37.804675,144.99837,2048770.2,2687168.56,239604.54
VIC3053,hardware_store,retail,3018,-37.880101,144.81721,704428.84,1223202.11,86875.34
VIC3054,car_dealership,automotive,3011,-37.792638,144.910433,222049.69,479607.52,48085.17
VIC3055,beverage_distributor,wholesale_trade,3174,-37.956125,145.197005,1423216,1662203.67,58518.06
VIC3056,pharmacy_retail,retail,3630,-36.351064,145.386092,868446.86,1599408.95,35958.91
VIC3057,medical_imaging_clinic,healthcare,3000,-37.810615,144.965137,2184616.94,3697295.78,264311.66
VIC3058,legal_practice,professional_services,3076,-37.648571,145.042514,1521617.9,2826536.44,69430.64
VIC3059,bakery,hospitality,3280,-38.38018,142.458118,177808.17,349062.51,30534.03
VIC3060,clinic,healthcare,3134,-37.810545,145.237183,1111464.56,2164035.09,133901.84
VIC3061,takeaway_food,hospitality,3953,-38.46792,145.965378,915972.68,1192514.9,127274.09
VIC3062,aged_care_facility,healthcare,3076,-37.627105,145.024611,2070957.5,4238996.83,165689.1
VIC3063,winery_cellar_door,tourism,3400,-36.712776,142.186193,3622677.73,5374840.51,693371.43
VIC3064,allied_health_centre,healthcare,3825,-38.176127,146.277011,4621515.4,6946962.94,329183.73
VIC3065,retail_store,retail,3977,-38.112756,145.301803,1287704.79,1698308.74,181863.34
VIC3066,allied_health_centre,healthcare,3220,-38.151503,144.388904,1401846.37,2423000.61,132711.99
VIC3067,clothing_store,retail,3220,-38.159862,144.377768,2408839.63,5217144.3,306358.65
VIC3068,indoor_sports_centre,recreation,3228,-38.34806,144.322279,489424.15,796637.31,59210.27
VIC3069,plant_hire_yard,construction,3931,-38.201722,145.039761,3559354.21,2062085.29,567888.08
VIC3070,warehouse,logistics,3340,-37.679481,144.457366,1913878.25,771743.13,224151
VIC3071,pub,hospitality,3030,-37.910616,144.683163,409445.71,498641.89,25000
VIC3072,refrigerated_storage,storage,3058,-37.732083,144.978794,5223969.74,,220802.48
VIC3073,visitor_centre,tourism,3228,-38.33769,144.318777,300221.53,628375.32,25000
VIC3074,timber_processing,manufacturing,3008,-37.814758,144.940521,4836908.78,,1049462.65
VIC3075,food_processing,manufacturing,3500,-34.166807,142.161139,2632126.78,5327701.6,536111.79
VIC3076,clinic,healthcare,3058,-37.749158,144.979418,1198055.74,1108151.22,52180.83
VIC3077,retail_store,retail,3136,-37.796562,145.260115,487786.21,351555.32,45036.35
VIC3078,aquatic_centre,recreation,3875,-37.830812,147.593092,538022.02,907718.49,69174.15
VIC3079,office,professional_services,3121,-37.806377,145.00028,740404.78,,59033.48
VIC3080,takeaway_food,hospitality,3875,-37.827621,147.599862,305199.31,534661.14,59466.2
VIC3081,freight_depot,logistics,3028,-37.883278,144.764172,585435.83,1208916.36,46537.07
VIC3082,tutoring_centre,education,3018,-37.88399,144.819846,1965390.7,602315.62,130664.76
VIC3083,pub,hospitality,3875,-37.843878,147.614257,461489.04,767939.93,70192
VIC3084,medical_imaging_clinic,healthcare,3741,-36.723488,146.97493,374351.4,346701.5,65646.19
VIC3085,panel_beater,automotive,3400,-36.699971,142.17464,1124795.49,1544623.24,142080.58
VIC3086,contractor_office,construction,3630,-36.407735,145.369467,457629.53,926331.23,97883.66
VIC3087,document_storage,storage,3300,-37.7507,142.051168,150000,193357.56,28455.55
VIC3088,panel_beater,automotive,3199,-38.118344,145.108449,451922.61,831595.19,72093.45
VIC3089,cafe,hospitality,3043,-37.681392,144.890233,743895.39,1198535.74,82358.88
VIC3090,cleaning_services_depot,property_services,3810,-38.081275,145.474589,960022.73,696644.69,183628.07
VIC3091,brewery,food_and_beverage,3337,-37.693023,144.548964,1012140.08,583331.49,69027.28
VIC3092,electronics_store,retail,3199,-38.154285,145.111989,793008.03,657942.55,155469.25
VIC3093,dental_practice,healthcare,3011,-37.804735,144.920526,7664145.56,16644125.52,1049671.13
VIC3094,cafe,hospitality,3199,-38.147268,145.155272,551338.97,316074.94,64559.52
VIC3095,cold_storage,logistics,3043,-37.686457,144.854289,3112840.96,2516863.63,660486.63
VIC3096,motel,tourism,3228,-38.35172,144.321531,748147.01,441717.07,145799.72
VIC3097,distribution_centre,logistics,3875,-37.802467,147.600761,3574100.84,5758358.67,274357.79
VIC3098,software_office,technology,3006,-37.824897,144.964744,1555215.47,856616.27,340487.58
VIC3099,consulting_office,professional_services,3840,-38.242033,146.364125,428872.85,813687.61,91787.08
VIC3100,architecture_studio,professional_services,3300,-37.748562,142.005795,258197.71,132378.29,47927.99
VIC3101,clothing_store,retail,3550,-36.741573,144.280223,454196.92,896422.92,39576.09
VIC3102,equipment_storage,storage,3020,-37.788477,144.860715,967925.02,1859059.42,89073.98
VIC3103,real_estate_agency,professional_services,3006,-37.825103,144.968744,2588882.98,4965137.61,418697.75
VIC3104,electronics_store,retail,3844,-38.216516,146.548851,402186.57,180624.48,25000
VIC3105,last_mile_depot,logistics,3020,-37.808535,144.836517,1264012.98,2372528.07,114194.52
VIC3106,real_estate_agency,professional_services,3840,-38.215032,146.411976,6288886.54,6471584.68,462685.41
VIC3107,cold_storage,logistics,3011,-37.800092,144.918158,1244617.73,1598430.79,241237.84
VIC3108,furniture_store,retail,3220,-38.134401,144.387492,545518.46,1125056.53,25000
VIC3109,produce_storage,agriculture,3550,-36.734468,144.274778,1363028.77,2811416.61,88722.49
VIC3110,pharmacy,healthcare,3006,-37.820508,144.967019,342443.72,461930.06,63770.39
VIC3111,panel_beater,automotive,3168,-37.926793,145.108888,589191.91,310219.29,52948.86
VIC3112,architecture_studio,professional_services,3000,-37.810757,144.958967,728792.36,960616.43,101714.56
VIC3113,accounting_firm,professional_services,3121,-37.820794,145.008332,2471885.23,5069506.43,147882.25
VIC3114,refrigerated_storage,storage,3192,-37.974513,145.050044,3458312.82,6898585.53,231818.66
VIC3115,architecture_studio,professional_services,3006,-37.828382,144.966485,965180.69,1883321.97,140629.3
VIC3116,supermarket,retail,3977,-38.117759,145.255632,545012.22,377857.19,79592.21
VIC3117,trade_supplier,construction,3500,-34.205815,142.130869,1930453.48,4126072.28,331928.95
VIC3118,beverage_distributor,wholesale_trade,3564,-36.137265,144.754567,1806941.3,771439.87,369716.84
VIC3119,farm_supply_store,agriculture,3810,-38.049656,145.490858,3034304.14,4638293.95,259317.87
VIC3120,distribution_centre,logistics,3030,-37.874671,144.648728,1367723.69,2974538.34,158907.62
VIC3121,materials_yard,construction,3810,-38.054259,145.498139,312480.01,515942.88,29126.72
VIC3122,cafe,hospitality,3233,-38.759165,143.681391,193477.95,231068.91,39090.23
VIC3123,last_mile_depot,logistics,3047,-37.691383,144.903425,817400.74,1773233.46,152204.89
VIC3124,holiday_apartments,tourism,3011,-37.802938,144.906585,3987346.26,5753348.11,336666.49
VIC3125,tutoring_centre,education,3020,-37.78349,144.847688,2584603.31,4844988.2,251079.09
VIC3126,building_services_office,construction,3076,-37.656289,145.046387,9154843.06,3939811.81,1741585.19
VIC3127,trade_wholesaler,wholesale_trade,3061,-37.654901,144.968723,447406.98,928183.65,34553.76
VIC3128,electronics_store,retail,3134,-37.804534,145.236266,1989361.21,2872651.75,283070.26
VIC3129,childcare_centre,education,3000,-37.804155,144.9605,2066722.28,1824524.5,132385.68
VIC3130,plant_hire_yard,construction,3564,-36.118421,144.733685,1531847.78,2815579.47,76122.65
VIC3131,electronics_repair,technology,3061,-37.686961,144.962686,1234778.92,2520565.14,176731.97
VIC3132,last_mile_depot,logistics,3977,-38.122158,145.254519,1649944.31,1854473.15,71501.68
VIC3133,timber_processing,manufacturing,3174,-37.971114,145.161868,959070.25,1391127.41,153678.38
VIC3134,retail_store,retail,3043,-37.692075,144.862218,1141436.36,1084979.6,224685.31
VIC3135,aged_care_facility,healthcare,3677,-36.35795,146.356286,1567079.39,1064209.71,95337.15
VIC3136,accounting_firm,professional_services,3844,-38.214508,146.555467,397131.77,717047.95,55331.98
VIC3137,medical_imaging_clinic,healthcare,3028,-37.874498,144.794989,228945.97,310595.87,25000
VIC3138,supermarket,retail,3550,-36.757917,144.316588,150000,263879.39,25000
VIC3139,private_college,education,3121,-37.810733,145.003065,1812099.9,1074204.99,222344.92
VIC3140,accounting_firm,professional_services,3011,-37.790598,144.889386,150000,155179.87,25000
VIC3141,equipment_storage,storage,3061,-37.650241,144.955057,2107227.09,4443277.32,213213.2
VIC3142,aquatic_centre,recreation,3233,-38.75051,143.677128,235541.19,276568.17,33474.74
VIC3143,allied_health_centre,healthcare,3228,-38.330732,144.350803,1002293.33,,132841.82
VIC3144,building_services_office,construction,3810,-38.092396,145.503834,188088.01,261222.86,25000
VIC3145,brewery,food_and_beverage,3011,-37.814894,144.906601,585430.64,313046.9,104024.95
VIC3146,freight_depot,logistics,3168,-37.928164,145.10043,1714054.22,543702.32,303711.44
VIC3147,pharmacy,healthcare,3056,-37.757378,144.954629,1716696.63,3184563.14,73163.95
VIC3148,architecture_studio,professional_services,3340,-37.679558,144.417819,696775.52,603934.19,124933.23
VIC3149,entertainment_venue,recreation,3810,-38.071677,145.492006,1239117.79,725604.06,66895.6
VIC3150,trade_supplier,construction,3047,-37.683348,144.89078,4119822.34,2404771.93,470064.26
VIC3151,building_services_office,construction,3174,-37.974266,145.148319,762394.95,563239.43,163607.53
VIC3152,charity_shop,community_services,3182,-37.858233,144.972812,150000,221157.84,25000
VIC3153,parts_supplier,automotive,3018,-37.8649,144.82384,1717642,3414904.91,172016.34
VIC3154,training_centre,education,3171,-37.95836,145.150257,4125984.5,6181790.15,280722.71
VIC3155,mechanic_workshop,automotive,3043,-37.686287,144.877996,1106886.49,868254.91,193235.15
VIC3156,real_estate_agency,professional_services,3053,-37.800478,144.959823,406657.5,520840.26,56298.77
VIC3157,panel_beater,automotive,3140,-37.743041,145.364497,1101096.41,1955803.7,182891.01
VIC3158,motel,tourism,3825,-38.169746,146.282785,361310.26,583296.36,40336.48
VIC3159,cafe,hospitality,3189,-37.93974,145.023142,1169353.02,2161450.48,164048.23
VIC3160,last_mile_depot,logistics,3182,-37.880522,144.980358,452665.34,933918.08,60296.62
VIC3161,packaging_facility,manufacturing,3136,-37.798328,145.267204,1451307.41,1017304.84,101008.55
VIC3162,trade_supplier,construction,3220,-38.155286,144.358478,3570998.71,2853693.02,213916.2
VIC3163,disability_service_office,community_services,3220,-38.165249,144.329721,821223.33,1410759.2,44241.18
VIC3164,distribution_centre,logistics,3192,-37.971009,145.066795,159968.11,100000,25000
VIC3165,trade_supplier,construction,3630,-36.395179,145.404204,935926.19,877693.03,195409.51
VIC3166,building_services_office,construction,3810,-38.076052,145.491555,5396897.76,5418132.51,1092189.38
VIC3167,freight_depot,logistics,3028,-37.869125,144.777583,351550.23,472363.27,25000
VIC3168,livestock_services,agriculture,3226,-38.265947,144.532033,2711301.49,5801045.22,512591.73
VIC3169,supermarket,retail,3189,-37.932008,145.046286,1353646.64,1857107.4,78737.57
VIC3170,office,professional_services,3020,-37.784208,144.839482,2458117.76,3220778.31,179604.05
VIC3171,clinic,healthcare,3850,-38.089834,147.059074,1573674.56,3096553.9,157130.5
VIC3172,office,professional_services,3840,-38.230401,146.38,368038.76,446205.38,46197.47
VIC3173,plumbing_wholesaler,wholesale_trade,3300,-37.743211,142.035557,1147356.24,1245933.61,111182.08
VIC3174,building_services_office,construction,3043,-37.718785,144.901423,1012690.16,972058.11,43055.33
VIC3175,restaurant,hospitality,3065,-37.800461,144.986296,861947.92,487783.76,168342.87
VIC3176,architecture_studio,professional_services,3280,-38.404574,142.471884,2409510.52,4156980.28,137372.99
VIC3177,cleaning_services_depot,property_services,3690,-36.144879,146.880135,1019222.28,2094602.65,176477.38
VIC3178,transport_office,transport,3056,-37.766414,144.947109,1066981.57,,101256.65
VIC3179,security_services_office,property_services,3121,-37.83218,145.003952,607486.9,284668.86,79983.99
VIC3180,pharmacy_retail,retail,3000,-37.80791,144.964996,1546007.57,3345775.54,325891.8
VIC3181,beverage_distributor,wholesale_trade,3340,-37.670195,144.455418,3828110.22,3509662.83,406964.3
VIC3182,plastics_manufacturing,manufacturing,3280,-38.370818,142.480956,1093960.58,395639.28,240583.09
VIC3183,refrigerated_storage,storage,3121,-37.817642,144.997477,593375.2,1120976.83,114428.22
VIC3184,clothing_store,retail,3660,-37.017123,145.15816,914940.26,1249318.2,55412.74
VIC3185,pharmacy,healthcare,3350,-37.551202,143.884427,781959.96,1202546.02,158716.24
VIC3186,retail_store,retail,3136,-37.782011,145.295801,289380.8,530769.45,49322.83
VIC3187,irrigation_supplier,agriculture,3672,-36.572006,145.985185,1438259.48,1814554.75,92584.76
VIC3188,architecture_studio,professional_services,3500,-34.188803,142.17618,1126602.09,570668.58,89750.06
VIC3189,car_dealership,automotive,3677,-36.337087,146.293413,405197.78,654284.65,29856.84
VIC3190,building_services_office,construction,3250,-38.314293,143.575836,1306491.04,1170729.11,86579.12
VIC3191,retail_store,retail,3909,-37.870191,147.960623,1359621.49,2285634.53,261937.43
VIC3192,electronics_store,retail,3630,-36.417815,145.393947,531344.05,1073596.79,64080.21
VIC3193,gym,recreation,3053,-37.805138,144.958687,1646615.16,1667447.65,216354.75
VIC3194,bus_depot,transport,3020,-37.785004,144.857337,1764807.97,1636796.04,207169.86
VIC3195,courier_depot,transport,3011,-37.810892,144.887786,349252.94,748028.58,25827.81
VIC3196,vocational_campus,education,3931,-38.231447,145.044466,176457.67,211562.52,25000
VIC3197,restaurant,hospitality,3977,-38.108025,145.291523,900728.13,1278145.06,116791.81
VIC3198,refrigerated_storage,storage,3280,-38.411211,142.491556,727174.98,734742.91,136341.82
VIC3199,freight_depot,logistics,3220,-38.169677,144.363595,920301.24,1551176.66,81213.67
VIC3200,cold_storage,logistics,3174,-37.96613,145.196707,1788668.64,1468144.93,180994.33
VIC3201,architecture_studio,professional_services,3056,-37.762509,144.964747,274337.24,524091.77,56412.91
VIC3202,clinic,healthcare,3065,-37.806003,144.973721,1128139.82,1250533.52,124179
VIC3203,catering_kitchen,hospitality,3006,-37.82372,144.971746,942441.65,1181918.31,41710.07
VIC3204,panel_beater,automotive,3174,-37.951495,145.173115,1150521.27,1008111.95,124975.96
VIC3205,supermarket,retail,3006,-37.825246,144.965315,663976.5,1143777.19,94898.83
VIC3206,irrigation_supplier,agriculture,3672,-36.545818,145.981394,153204.22,332404.83,27568.66
VIC3207,last_mile_depot,logistics,3043,-37.713882,144.887541,5997032.08,8810379.1,1025331.88
VIC3208,distribution_centre,logistics,3199,-38.141723,145.124651,1928445.2,3006184.71,422643.81
VIC3209,plant_hire_yard,construction,3136,-37.779458,145.278672,5051001.72,5320007.92,839183.54
VIC3210,beverage_processor,food_and_beverage,3020,-37.792974,144.849023,1400223.48,1372555.4,307966.06
VIC3211,taxi_operations_base,transport,3047,-37.687279,144.924483,1984854.62,3288376.87,289147.4
VIC3212,trade_supplier,construction,3043,-37.696386,144.912658,3214050.8,3774388.46,475363.41
VIC3213,office,professional_services,3011,-37.800937,144.912765,1843864.94,2284769.27,274165.62
VIC3214,bakery,hospitality,3121,-37.825933,144.994906,221848,107839,36597.91
VIC3215,entertainment_venue,recreation,3072,-37.749776,145.024153,785838.93,254013.78,159050.1
VIC3216,electronics_repair,technology,3030,-37.906876,144.676465,2473641.59,4994338.25,316366.4
VIC3217,pub,hospitality,3000,-37.815312,144.957425,552322.46,372216.45,36228.51
VIC3218,dental_practice,healthcare,3170,-37.909767,145.173747,6977369.16,3913864.45,1506119.87
VIC3219,medical_imaging_clinic,healthcare,3028,-37.879839,144.758905,412665.24,,83430.22
VIC3220,food_processing,manufacturing,3171,-37.970154,145.147857,762592.57,867071.08,155825.7
VIC3221,cafe,hospitality,3000,-37.818449,144.960312,299449.08,361985.28,38353.37
VIC3222,timber_processing,manufacturing,3175,-37.980941,145.18481,7815790.66,13332247.81,498878.29
VIC3223,bus_depot,transport,3170,-37.907775,145.175281,939468.39,1003237.68,168919.98
VIC3224,pharmacy_retail,retail,3065,-37.790569,144.976673,658027.1,623919.02,31490.64
VIC3225,holiday_apartments,tourism,3931,-38.207388,145.0207,894496.95,932528.14,106492.95
VIC3226,strata_management_office,property_services,3995,-38.593363,145.594429,3646010.65,7307371.48,396999.06
VIC3227,childcare_centre,education,3076,-37.663616,145.010504,833451.64,,181824.81
VIC3228,parts_supplier,automotive,3810,-38.0804,145.48011,947200.75,1803829.03,110028.55
VIC3229,clothing_store,retail,3228,-38.319802,144.347706,707573.77,838985.46,36835.8
VIC3230,contractor_office,construction,3909,-37.884763,147.962236,4365143.57,4567600.51,941417.64
VIC3231,bus_depot,transport,3199,-38.125996,145.098484,3168807.97,2131161.97,174799.7
VIC3232,panel_beater,automotive,3909,-37.859608,147.977779,5001661.39,8514812.53,942389.62
VIC3233,light_manufacturing,manufacturing,3660,-37.038371,145.147773,2102593.5,1787218.04,387605.97
VIC3234,retail_store,retail,3076,-37.633833,145.039448,150000,252658.51,25000
VIC3235,plumbing_wholesaler,wholesale_trade,3011,-37.791551,144.886644,389958.8,440342.27,82510.75
VIC3236,takeaway_food,hospitality,3053,-37.803874,144.955755,267033.11,129969.35,46600.21
VIC3237,office,professional_services,3228,-38.337909,144.340218,247470.33,167052.7,28970.07
VIC3238,childcare_centre,education,3931,-38.228971,145.021681,586968.47,314777.04,120022.13
VIC3239,holiday_apartments,tourism,3182,-37.869513,144.993833,499879.54,678226.1,71928.81
